EntryDate,entry_price,exit_price,Contribution,Shares,ValueAtExit,Profit,ExitDate
1993-02-03,44.8125,45.0,1.0,0.022315202231520222,1.00418410041841,0.004184100418409997,1993-02-04
1993-02-26,44.40625,44.28125,1.0,0.022519352568613652,0.9971850809289233,-0.0028149190710766714,1993-03-01
1993-05-03,44.3125,44.46875,1.0,0.022566995768688293,1.0035260930888574,0.0035260930888574293,1993-05-04
1993-05-05,44.59375,44.4375,1.0,0.02242466713384723,0.9964961457603363,-0.0035038542396637062,1993-05-06
1993-05-26,45.59375,45.4375,1.0,0.02193283070596299,0.9965729952021933,-0.0034270047978066653,1993-05-27
1993-06-11,45.09375,45.03125,1.0,0.022176022176022176,0.9986139986139986,-0.001386001386001423,1993-06-14
1993-07-09,44.96875,44.9375,1.0,0.022237665045170257,0.9993050729673384,-0.0006949270326616075,1993-07-12
1993-08-17,45.53125,45.78125,1.0,0.02196293754289636,1.005490734385724,0.005490734385724005,1993-08-18
1993-08-26,46.28125,46.25,1.0,0.02160702228224173,0.99932478055368,-0.0006752194463199857,1993-08-27
1993-09-13,46.4375,46.25,1.0,0.021534320323014805,0.9959623149394348,-0.004037685060565233,1993-09-14
1993-10-12,46.21875,46.21875,1.0,0.021636240703177823,1.0,0.0,1993-10-13
