USD/Gold per ounce,price,,,
24/01/1974,141.30,,,
25/01/1974,141.20,,,
28/01/1974,139.80,,,
29/01/1974,137.80,,,
30/01/1974,135.85,,,
31/01/1974,132.80,,,
01/02/1974,130.80,,,
04/02/1974,133.80,,,
05/02/1974,140.30,,,
06/02/1974,138.30,,,
07/02/1974,139.30,,,
08/02/1974,143.30,,,
11/02/1974,145.30,,,
12/02/1974,146.80,,,
13/02/1974,144.30,,,
14/02/1974,146.30,,,
15/02/1974,149.15,,,
19/02/1974,149.80,,,
20/02/1974,150.30,,,
21/02/1974,157.05,,,
22/02/1974,163.30,,,
25/02/1974,169.80,,,
26/02/1974,175.30,,,
27/02/1974,174.30,,,
28/02/1974,162.80,,,
01/03/1974,167.80,,,
04/03/1974,166.30,,,
05/03/1974,159.30,,,
06/03/1974,160.30,,,
07/03/1974,166.30,,,
08/03/1974,165.30,,,
11/03/1974,165.80,,,
12/03/1974,163.30,,,
13/03/1974,164.80,,,
15/03/1974,164.15,,,
18/03/1974,164.30,,,
19/03/1974,169.30,,,
20/03/1974,176.30,,,
21/03/1974,175.30,,,
22/03/1974,177.80,,,
25/03/1974,177.05,,,
26/03/1974,172.55,,,
27/03/1974,174.30,,,
28/03/1974,174.80,,,
29/03/1974,173.30,,,
01/04/1974,174.40,,,
02/04/1974,177.30,,,
03/04/1974,179.80,,,
04/04/1974,176.55,,,
05/04/1974,173.55,,,
08/04/1974,167.30,,,
09/04/1974,170.30,,,
10/04/1974,173.55,,,
11/04/1974,173.80,,,
15/04/1974,174.05,,,
16/04/1974,172.55,,,
17/04/1974,170.20,,,
18/04/1974,170.30,,,
19/04/1974,172.30,,,
22/04/1974,175.05,,,
23/04/1974,175.00,,,
24/04/1974,171.05,,,
25/04/1974,169.30,,,
29/04/1974,169.55,,,
01/05/1974,169.80,,,
02/05/1974,169.95,,,
03/05/1974,169.30,,,
06/05/1974,166.30,,,
07/05/1974,163.30,,,
08/05/1974,158.05,,,
09/05/1974,166.55,,,
10/05/1974,168.00,,,
13/05/1974,166.80,,,
14/05/1974,166.55,,,
15/05/1974,164.70,,,
16/05/1974,164.30,,,
17/05/1974,165.80,,,
20/05/1974,163.20,,,
21/05/1974,161.30,,,
22/05/1974,163.30,,,
23/05/1974,159.80,,,
24/05/1974,162.00,,,
28/05/1974,154.30,,,
29/05/1974,155.80,,,
30/05/1974,162.30,,,
31/05/1974,157.25,,,
03/06/1974,155.80,,,
04/06/1974,154.75,,,
05/06/1974,162.05,,,
06/06/1974,159.30,,,
07/06/1974,155.80,,,
10/06/1974,157.70,,,
11/06/1974,157.75,,,
12/06/1974,156.80,,,
13/06/1974,157.30,,,
14/06/1974,160.50,,,
17/06/1974,157.80,,,
18/06/1974,155.80,,,
19/06/1974,153.90,,,
20/06/1974,152.05,,,
21/06/1974,154.05,,,
24/06/1974,150.30,,,
25/06/1974,150.05,,,
26/06/1974,146.80,,,
27/06/1974,144.80,,,
28/06/1974,144.55,,,
01/07/1974,143.30,,,
02/07/1974,137.25,,,
03/07/1974,136.75,,,
05/07/1974,134.30,,,
08/07/1974,141.25,,,
09/07/1974,145.75,,,
10/07/1974,139.00,,,
11/07/1974,137.25,,,
15/07/1974,139.05,,,
16/07/1974,141.30,,,
17/07/1974,141.05,,,
18/07/1974,144.25,,,
19/07/1974,145.80,,,
22/07/1974,143.30,,,
23/07/1974,144.25,,,
24/07/1974,144.55,,,
25/07/1974,149.30,,,
26/07/1974,149.50,,,
29/07/1974,158.00,,,
30/07/1974,157.30,,,
31/07/1974,156.50,,,
01/08/1974,159.65,,,
02/08/1974,157.00,,,
05/08/1974,154.10,,,
06/08/1974,155.50,,,
07/08/1974,154.80,,,
08/08/1974,152.30,,,
09/08/1974,154.55,,,
12/08/1974,152.55,,,
13/08/1974,151.80,,,
14/08/1974,156.55,,,
15/08/1974,153.30,,,
16/08/1974,155.85,,,
19/08/1974,155.55,,,
20/08/1974,156.30,,,
21/08/1974,155.80,,,
22/08/1974,154.80,,,
23/08/1974,154.30,,,
27/08/1974,153.80,,,
28/08/1974,154.65,,,
29/08/1974,155.80,,,
30/08/1974,156.30,,,
03/09/1974,158.05,,,
04/09/1974,157.20,,,
05/09/1974,157.75,,,
06/09/1974,157.30,,,
09/09/1974,155.80,,,
10/09/1974,154.75,,,
11/09/1974,153.20,,,
12/09/1974,154.70,,,
13/09/1974,153.20,,,
16/09/1974,153.05,,,
17/09/1974,148.00,,,
18/09/1974,148.25,,,
19/09/1974,149.80,,,
20/09/1974,146.30,,,
23/09/1974,148.30,,,
24/09/1974,147.80,,,
25/09/1974,147.50,,,
26/09/1974,145.70,,,
27/09/1974,146.25,,,
30/09/1974,151.55,,,
01/10/1974,156.05,,,
02/10/1974,154.30,,,
03/10/1974,155.95,,,
04/10/1974,159.30,,,
07/10/1974,157.80,,,
08/10/1974,155.35,,,
09/10/1974,155.95,,,
10/10/1974,158.50,,,
11/10/1974,157.25,,,
15/10/1974,155.30,,,
16/10/1974,155.25,,,
18/10/1974,155.50,,,
21/10/1974,157.30,,,
22/10/1974,158.25,,,
23/10/1974,158.05,,,
24/10/1974,162.25,,,
25/10/1974,163.50,,,
28/10/1974,167.75,,,
29/10/1974,168.50,,,
30/10/1974,168.25,,,
31/10/1974,167.25,,,
01/11/1974,168.05,,,
04/11/1974,169.50,,,
05/11/1974,174.05,,,
06/11/1974,178.25,,,
07/11/1974,177.50,,,
08/11/1974,183.25,,,
11/11/1974,182.25,,,
12/11/1974,180.25,,,
13/11/1974,185.55,,,
14/11/1974,188.50,,,
15/11/1974,187.75,,,
18/11/1974,190.80,,,
19/11/1974,188.00,,,
20/11/1974,180.80,,,
21/11/1974,182.75,,,
22/11/1974,182.50,,,
25/11/1974,184.00,,,
26/11/1974,186.25,,,
27/11/1974,184.55,,,
02/12/1974,186.05,,,
03/12/1974,183.25,,,
04/12/1974,174.50,,,
05/12/1974,178.75,,,
06/12/1974,181.15,,,
09/12/1974,180.75,,,
10/12/1974,178.25,,,
11/12/1974,175.00,,,
12/12/1974,176.00,,,
13/12/1974,180.00,,,
16/12/1974,183.25,,,
17/12/1974,188.75,,,
18/12/1974,187.25,,,
19/12/1974,186.50,,,
20/12/1974,187.75,,,
23/12/1974,193.25,,,
26/12/1974,194.50,,,
27/12/1974,195.25,,,
30/12/1974,195.50,,,
31/12/1974,186.75,,,
02/01/1975,175.25,,,
03/01/1975,174.25,,,
06/01/1975,173.75,,,
07/01/1975,169.75,,,
08/01/1975,180.30,,,
09/01/1975,179.25,,,
10/01/1975,177.50,,,
13/01/1975,180.55,,,
14/01/1975,177.35,,,
15/01/1975,178.50,,,
16/01/1975,176.25,,,
17/01/1975,174.00,,,
20/01/1975,175.25,,,
21/01/1975,176.00,,,
22/01/1975,175.75,,,
23/01/1975,174.25,,,
24/01/1975,177.75,,,
27/01/1975,179.25,,,
28/01/1975,176.75,,,
29/01/1975,178.25,,,
30/01/1975,177.50,,,
31/01/1975,176.05,,,
03/02/1975,176.50,,,
04/02/1975,174.50,,,
05/02/1975,175.25,,,
06/02/1975,173.65,,,
07/02/1975,174.75,,,
10/02/1975,174.25,,,
11/02/1975,174.75,,,
12/02/1975,175.20,,,
13/02/1975,178.85,,,
14/02/1975,184.25,,,
18/02/1975,181.25,,,
19/02/1975,184.50,,,
20/02/1975,184.05,,,
21/02/1975,185.00,,,
24/02/1975,185.50,,,
25/02/1975,185.25,,,
26/02/1975,183.25,,,
27/02/1975,182.50,,,
28/02/1975,182.00,,,
03/03/1975,182.10,,,
04/03/1975,180.00,,,
05/03/1975,178.80,,,
06/03/1975,180.75,,,
07/03/1975,178.25,,,
10/03/1975,176.55,,,
11/03/1975,179.20,,,
12/03/1975,177.75,,,
13/03/1975,179.05,,,
14/03/1975,178.25,,,
17/03/1975,178.00,,,
18/03/1975,178.75,,,
20/03/1975,177.50,,,
21/03/1975,176.50,,,
24/03/1975,177.25,,,
25/03/1975,177.05,,,
26/03/1975,177.95,,,
27/03/1975,177.25,,,
31/03/1975,176.00,,,
01/04/1975,177.25,,,
03/04/1975,175.60,,,
04/04/1975,173.65,,,
07/04/1975,172.60,,,
08/04/1975,174.10,,,
09/04/1975,173.10,,,
10/04/1975,172.50,,,
11/04/1975,171.90,,,
14/04/1975,167.50,,,
15/04/1975,164.00,,,
16/04/1975,166.50,,,
17/04/1975,167.50,,,
18/04/1975,170.25,,,
21/04/1975,165.60,,,
22/04/1975,165.50,,,
23/04/1975,168.00,,,
24/04/1975,167.20,,,
25/04/1975,166.10,,,
28/04/1975,166.50,,,
29/04/1975,167.05,,,
30/04/1975,167.00,,,
01/05/1975,166.00,,,
02/05/1975,165.50,,,
05/05/1975,163.50,,,
06/05/1975,164.00,,,
07/05/1975,165.25,,,
08/05/1975,166.25,,,
09/05/1975,165.75,,,
12/05/1975,165.40,,,
13/05/1975,165.50,,,
14/05/1975,166.75,,,
15/05/1975,166.00,,,
16/05/1975,165.75,,,
19/05/1975,167.75,,,
20/05/1975,166.90,,,
21/05/1975,168.50,,,
22/05/1975,174.75,,,
23/05/1975,173.40,,,
27/05/1975,172.00,,,
28/05/1975,171.15,,,
29/05/1975,168.40,,,
30/05/1975,167.20,,,
02/06/1975,161.90,,,
03/06/1975,165.25,,,
04/06/1975,165.85,,,
05/06/1975,164.60,,,
06/06/1975,165.25,,,
09/06/1975,165.45,,,
10/06/1975,166.10,,,
11/06/1975,164.95,,,
12/06/1975,165.70,,,
13/06/1975,164.45,,,
16/06/1975,164.10,,,
18/06/1975,163.85,,,
19/06/1975,162.95,,,
20/06/1975,162.60,,,
23/06/1975,162.50,,,
25/06/1975,164.10,,,
27/06/1975,164.60,,,
30/06/1975,166.35,,,
01/07/1975,166.60,,,
02/07/1975,165.10,,,
03/07/1975,164.10,,,
07/07/1975,162.60,,,
08/07/1975,164.10,,,
09/07/1975,165.85,,,
10/07/1975,163.25,,,
11/07/1975,165.35,,,
14/07/1975,166.85,,,
15/07/1975,165.05,,,
16/07/1975,164.20,,,
18/07/1975,164.05,,,
21/07/1975,164.45,,,
22/07/1975,165.50,,,
23/07/1975,164.45,,,
24/07/1975,165.05,,,
25/07/1975,166.45,,,
28/07/1975,167.20,,,
29/07/1975,168.60,,,
30/07/1975,167.50,,,
31/07/1975,166.95,,,
01/08/1975,167.00,,,
04/08/1975,166.75,,,
05/08/1975,166.30,,,
06/08/1975,165.10,,,
07/08/1975,165.55,,,
08/08/1975,164.60,,,
11/08/1975,162.15,,,
12/08/1975,163.75,,,
13/08/1975,162.55,,,
14/08/1975,162.00,,,
15/08/1975,162.25,,,
18/08/1975,161.95,,,
19/08/1975,161.60,,,
20/08/1975,162.85,,,
21/08/1975,162.15,,,
22/08/1975,162.20,,,
25/08/1975,162.25,,,
26/08/1975,162.00,,,
27/08/1975,161.65,,,
28/08/1975,162.15,,,
29/08/1975,160.00,,,
02/09/1975,149.40,,,
03/09/1975,150.60,,,
04/09/1975,153.60,,,
05/09/1975,153.40,,,
08/09/1975,152.50,,,
09/09/1975,148.70,,,
10/09/1975,150.15,,,
11/09/1975,147.80,,,
12/09/1975,148.25,,,
15/09/1975,148.40,,,
16/09/1975,147.25,,,
17/09/1975,143.05,,,
18/09/1975,139.65,,,
19/09/1975,135.65,,,
22/09/1975,136.85,,,
23/09/1975,128.90,,,
24/09/1975,133.00,,,
25/09/1975,134.65,,,
26/09/1975,136.45,,,
29/09/1975,139.50,,,
30/09/1975,141.40,,,
01/10/1975,143.75,,,
02/10/1975,144.90,,,
03/10/1975,139.15,,,
06/10/1975,141.00,,,
07/10/1975,142.65,,,
08/10/1975,139.55,,,
09/10/1975,140.15,,,
10/10/1975,142.40,,,
14/10/1975,140.75,,,
15/10/1975,143.00,,,
16/10/1975,143.50,,,
17/10/1975,145.05,,,
20/10/1975,145.00,,,
21/10/1975,146.40,,,
22/10/1975,144.75,,,
23/10/1975,144.40,,,
24/10/1975,143.75,,,
27/10/1975,143.05,,,
28/10/1975,142.85,,,
29/10/1975,143.00,,,
30/10/1975,144.00,,,
31/10/1975,143.05,,,
03/11/1975,143.40,,,
04/11/1975,144.10,,,
05/11/1975,146.00,,,
06/11/1975,146.40,,,
07/11/1975,144.85,,,
10/11/1975,144.30,,,
11/11/1975,144.50,,,
12/11/1975,143.95,,,
14/11/1975,142.25,,,
18/11/1975,139.50,,,
19/11/1975,142.00,,,
20/11/1975,142.50,,,
21/11/1975,141.45,,,
24/11/1975,140.85,,,
25/11/1975,141.50,,,
26/11/1975,140.70,,,
01/12/1975,138.15,,,
02/12/1975,139.55,,,
03/12/1975,139.70,,,
04/12/1975,139.10,,,
05/12/1975,138.10,,,
08/12/1975,137.35,,,
09/12/1975,137.50,,,
10/12/1975,139.50,,,
11/12/1975,140.45,,,
12/12/1975,138.80,,,
15/12/1975,138.25,,,
16/12/1975,138.90,,,
17/12/1975,139.10,,,
18/12/1975,139.35,,,
19/12/1975,142.50,,,
22/12/1975,140.90,,,
23/12/1975,140.35,,,
29/12/1975,141.85,,,
30/12/1975,140.85,,,
31/12/1975,140.35,,,
05/01/1976,138.70,,,
06/01/1976,139.10,,,
07/01/1976,138.60,,,
08/01/1976,136.05,,,
09/01/1976,136.65,,,
12/01/1976,136.90,,,
13/01/1976,132.10,,,
14/01/1976,130.45,,,
15/01/1976,132.60,,,
16/01/1976,130.90,,,
19/01/1976,129.00,,,
20/01/1976,124.70,,,
21/01/1976,125.00,,,
22/01/1976,126.25,,,
23/01/1976,129.10,,,
26/01/1976,125.75,,,
27/01/1976,126.50,,,
28/01/1976,128.35,,,
29/01/1976,128.70,,,
30/01/1976,128.40,,,
02/02/1976,130.50,,,
03/02/1976,131.80,,,
04/02/1976,130.00,,,
05/02/1976,128.85,,,
06/02/1976,130.70,,,
09/02/1976,130.20,,,
10/02/1976,129.75,,,
11/02/1976,130.95,,,
12/02/1976,131.55,,,
13/02/1976,131.20,,,
17/02/1976,130.25,,,
18/02/1976,131.30,,,
19/02/1976,131.10,,,
20/02/1976,131.85,,,
23/02/1976,131.90,,,
24/02/1976,132.60,,,
25/02/1976,133.50,,,
26/02/1976,132.35,,,
27/02/1976,132.55,,,
01/03/1976,132.45,,,
02/03/1976,131.55,,,
03/03/1976,132.50,,,
05/03/1976,133.95,,,
08/03/1976,132.90,,,
09/03/1976,133.00,,,
10/03/1976,134.15,,,
11/03/1976,133.90,,,
12/03/1976,133.45,,,
15/03/1976,133.90,,,
16/03/1976,132.75,,,
17/03/1976,133.45,,,
18/03/1976,134.35,,,
19/03/1976,133.85,,,
22/03/1976,134.00,,,
23/03/1976,133.40,,,
24/03/1976,134.00,,,
25/03/1976,133.00,,,
26/03/1976,131.80,,,
29/03/1976,130.10,,,
30/03/1976,128.50,,,
31/03/1976,129.60,,,
01/04/1976,129.20,,,
02/04/1976,129.25,,,
05/04/1976,127.25,,,
06/04/1976,128.30,,,
07/04/1976,128.00,,,
08/04/1976,128.20,,,
09/04/1976,127.70,,,
12/04/1976,127.40,,,
13/04/1976,128.30,,,
14/04/1976,128.00,,,
15/04/1976,127.75,,,
19/04/1976,127.50,,,
20/04/1976,127.85,,,
21/04/1976,127.55,,,
22/04/1976,127.30,,,
23/04/1976,127.70,,,
26/04/1976,128.10,,,
27/04/1976,128.70,,,
28/04/1976,128.00,,,
29/04/1976,127.90,,,
30/04/1976,128.40,,,
03/05/1976,128.35,,,
04/05/1976,127.75,,,
05/05/1976,127.55,,,
06/05/1976,126.90,,,
07/05/1976,128.25,,,
10/05/1976,128.45,,,
11/05/1976,127.85,,,
12/05/1976,128.20,,,
13/05/1976,128.00,,,
14/05/1976,127.90,,,
17/05/1976,127.70,,,
18/05/1976,127.50,,,
19/05/1976,126.80,,,
20/05/1976,125.90,,,
21/05/1976,126.05,,,
24/05/1976,125.25,,,
25/05/1976,124.75,,,
26/05/1976,126.00,,,
27/05/1976,126.45,,,
28/05/1976,125.50,,,
01/06/1976,126.65,,,
02/06/1976,127.15,,,
03/06/1976,127.20,,,
04/06/1976,126.60,,,
07/06/1976,127.35,,,
08/06/1976,127.40,,,
09/06/1976,127.20,,,
10/06/1976,126.65,,,
11/06/1976,125.50,,,
14/06/1976,125.80,,,
15/06/1976,125.95,,,
16/06/1976,125.00,,,
17/06/1976,125.80,,,
18/06/1976,125.85,,,
21/06/1976,125.80,,,
22/06/1976,125.20,,,
23/06/1976,124.70,,,
24/06/1976,124.50,,,
25/06/1976,124.85,,,
28/06/1976,123.90,,,
29/06/1976,123.70,,,
30/06/1976,123.80,,,
01/07/1976,122.90,,,
02/07/1976,123.45,,,
06/07/1976,123.30,,,
08/07/1976,123.10,,,
09/07/1976,122.50,,,
12/07/1976,121.85,,,
13/07/1976,122.25,,,
14/07/1976,122.20,,,
15/07/1976,121.40,,,
16/07/1976,117.85,,,
19/07/1976,114.15,,,
20/07/1976,108.00,,,
21/07/1976,113.25,,,
22/07/1976,112.00,,,
23/07/1976,111.00,,,
26/07/1976,113.30,,,
27/07/1976,114.55,,,
28/07/1976,114.40,,,
29/07/1976,112.45,,,
30/07/1976,112.80,,,
02/08/1976,112.20,,,
03/08/1976,111.60,,,
04/08/1976,113.80,,,
05/08/1976,113.00,,,
06/08/1976,113.20,,,
09/08/1976,113.05,,,
10/08/1976,113.70,,,
12/08/1976,113.90,,,
13/08/1976,113.55,,,
16/08/1976,113.75,,,
17/08/1976,113.15,,,
18/08/1976,112.50,,,
19/08/1976,108.10,,,
20/08/1976,109.80,,,
23/08/1976,109.35,,,
24/08/1976,106.60,,,
25/08/1976,103.85,,,
26/08/1976,105.35,,,
27/08/1976,104.20,,,
30/08/1976,102.20,,,
31/08/1976,104.35,,,
01/09/1976,105.70,,,
02/09/1976,106.10,,,
03/09/1976,107.75,,,
07/09/1976,111.10,,,
08/09/1976,111.95,,,
09/09/1976,112.35,,,
10/09/1976,115.70,,,
13/09/1976,114.75,,,
14/09/1976,111.60,,,
16/09/1976,114.35,,,
17/09/1976,119.50,,,
20/09/1976,115.40,,,
21/09/1976,120.15,,,
22/09/1976,118.00,,,
23/09/1976,117.75,,,
24/09/1976,119.15,,,
28/09/1976,116.60,,,
29/09/1976,116.55,,,
30/09/1976,116.25,,,
04/10/1976,114.60,,,
05/10/1976,114.70,,,
06/10/1976,115.60,,,
07/10/1976,115.85,,,
08/10/1976,114.00,,,
12/10/1976,115.05,,,
13/10/1976,115.00,,,
14/10/1976,115.20,,,
15/10/1976,116.05,,,
18/10/1976,116.50,,,
19/10/1976,115.70,,,
20/10/1976,115.25,,,
21/10/1976,116.35,,,
22/10/1976,115.50,,,
25/10/1976,116.05,,,
26/10/1976,117.45,,,
27/10/1976,118.20,,,
28/10/1976,123.10,,,
29/10/1976,123.15,,,
01/11/1976,122.95,,,
03/11/1976,126.20,,,
04/11/1976,124.35,,,
05/11/1976,127.35,,,
08/11/1976,131.50,,,
09/11/1976,130.55,,,
10/11/1976,136.60,,,
11/11/1976,133.55,,,
12/11/1976,135.60,,,
15/11/1976,139.20,,,
16/11/1976,133.55,,,
17/11/1976,131.25,,,
18/11/1976,128.65,,,
19/11/1976,130.55,,,
22/11/1976,133.90,,,
23/11/1976,133.45,,,
24/11/1976,130.95,,,
29/11/1976,130.00,,,
30/11/1976,130.25,,,
01/12/1976,130.50,,,
02/12/1976,131.20,,,
03/12/1976,131.05,,,
06/12/1976,134.00,,,
07/12/1976,134.85,,,
08/12/1976,136.00,,,
09/12/1976,136.75,,,
10/12/1976,137.65,,,
13/12/1976,135.75,,,
14/12/1976,134.95,,,
15/12/1976,134.80,,,
16/12/1976,134.75,,,
17/12/1976,132.25,,,
20/12/1976,132.60,,,
21/12/1976,133.60,,,
23/12/1976,132.35,,,
27/12/1976,132.95,,,
28/12/1976,134.60,,,
29/12/1976,134.25,,,
30/12/1976,134.75,,,
03/01/1977,135.60,,,
04/01/1977,135.70,,,
05/01/1977,133.40,,,
06/01/1977,132.60,,,
07/01/1977,132.80,,,
10/01/1977,131.35,,,
11/01/1977,130.10,,,
12/01/1977,130.85,,,
13/01/1977,132.20,,,
14/01/1977,131.80,,,
17/01/1977,131.60,,,
18/01/1977,133.15,,,
19/01/1977,132.70,,,
20/01/1977,133.10,,,
21/01/1977,132.20,,,
24/01/1977,132.30,,,
25/01/1977,133.50,,,
26/01/1977,132.15,,,
27/01/1977,132.30,,,
28/01/1977,131.30,,,
31/01/1977,132.30,,,
01/02/1977,132.90,,,
02/02/1977,132.10,,,
03/02/1977,133.00,,,
04/02/1977,132.45,,,
07/02/1977,134.25,,,
08/02/1977,134.70,,,
09/02/1977,136.10,,,
10/02/1977,135.85,,,
11/02/1977,135.00,,,
14/02/1977,136.45,,,
15/02/1977,135.90,,,
17/02/1977,136.75,,,
18/02/1977,136.60,,,
22/02/1977,138.10,,,
23/02/1977,139.15,,,
24/02/1977,141.25,,,
25/02/1977,139.95,,,
28/02/1977,142.75,,,
01/03/1977,141.40,,,
02/03/1977,145.05,,,
03/03/1977,144.70,,,
04/03/1977,145.75,,,
07/03/1977,148.56,,,
08/03/1977,148.25,,,
09/03/1977,145.90,,,
10/03/1977,147.05,,,
11/03/1977,146.30,,,
14/03/1977,146.10,,,
15/03/1977,146.45,,,
16/03/1977,147.50,,,
17/03/1977,148.90,,,
18/03/1977,150.05,,,
21/03/1977,152.00,,,
22/03/1977,150.40,,,
23/03/1977,152.80,,,
24/03/1977,152.75,,,
25/03/1977,153.55,,,
28/03/1977,150.35,,,
29/03/1977,148.40,,,
30/03/1977,149.45,,,
31/03/1977,148.90,,,
01/04/1977,148.30,,,
04/04/1977,150.65,,,
05/04/1977,148.90,,,
06/04/1977,148.60,,,
11/04/1977,149.70,,,
12/04/1977,150.05,,,
13/04/1977,152.20,,,
14/04/1977,152.05,,,
15/04/1977,150.65,,,
18/04/1977,151.00,,,
19/04/1977,150.45,,,
20/04/1977,149.50,,,
21/04/1977,148.10,,,
22/04/1977,149.70,,,
25/04/1977,149.00,,,
26/04/1977,147.15,,,
27/04/1977,147.50,,,
28/04/1977,145.60,,,
29/04/1977,147.25,,,
02/05/1977,148.35,,,
03/05/1977,148.25,,,
04/05/1977,148.10,,,
05/05/1977,146.95,,,
06/05/1977,148.25,,,
09/05/1977,147.30,,,
10/05/1977,147.85,,,
11/05/1977,147.70,,,
12/05/1977,147.20,,,
13/05/1977,148.50,,,
16/05/1977,147.65,,,
17/05/1977,147.80,,,
18/05/1977,146.90,,,
19/05/1977,146.85,,,
20/05/1977,147.35,,,
23/05/1977,146.50,,,
24/05/1977,145.15,,,
25/05/1977,144.75,,,
26/05/1977,143.70,,,
27/05/1977,144.40,,,
31/05/1977,143.30,,,
01/06/1977,143.85,,,
02/06/1977,142.30,,,
03/06/1977,141.80,,,
06/06/1977,143.40,,,
07/06/1977,143.30,,,
08/06/1977,142.30,,,
09/06/1977,140.60,,,
10/06/1977,140.25,,,
13/06/1977,138.40,,,
14/06/1977,137.45,,,
15/06/1977,139.25,,,
16/06/1977,139.85,,,
17/06/1977,138.75,,,
20/06/1977,139.85,,,
21/06/1977,141.30,,,
22/06/1977,139.45,,,
23/06/1977,140.50,,,
24/06/1977,140.80,,,
27/06/1977,142.50,,,
28/06/1977,143.00,,,
29/06/1977,142.35,,,
30/06/1977,143.00,,,
01/07/1977,142.55,,,
05/07/1977,141.25,,,
06/07/1977,140.55,,,
07/07/1977,141.45,,,
08/07/1977,142.05,,,
11/07/1977,140.90,,,
12/07/1977,141.80,,,
13/07/1977,142.80,,,
15/07/1977,144.60,,,
18/07/1977,143.80,,,
19/07/1977,145.75,,,
20/07/1977,145.15,,,
21/07/1977,144.00,,,
22/07/1977,144.95,,,
25/07/1977,146.65,,,
26/07/1977,145.65,,,
27/07/1977,146.10,,,
28/07/1977,144.65,,,
29/07/1977,144.35,,,
01/08/1977,144.55,,,
02/08/1977,146.15,,,
03/08/1977,146.35,,,
04/08/1977,147.10,,,
05/08/1977,145.80,,,
08/08/1977,146.15,,,
09/08/1977,146.85,,,
10/08/1977,146.20,,,
11/08/1977,145.70,,,
12/08/1977,145.25,,,
15/08/1977,144.50,,,
16/08/1977,143.65,,,
17/08/1977,144.05,,,
18/08/1977,143.55,,,
19/08/1977,144.50,,,
22/08/1977,144.45,,,
23/08/1977,143.75,,,
24/08/1977,144.60,,,
25/08/1977,144.20,,,
26/08/1977,145.35,,,
29/08/1977,146.50,,,
31/08/1977,146.00,,,
01/09/1977,145.75,,,
02/09/1977,146.40,,,
06/09/1977,147.55,,,
07/09/1977,147.90,,,
08/09/1977,147.85,,,
09/09/1977,147.45,,,
12/09/1977,148.65,,,
13/09/1977,147.85,,,
14/09/1977,148.15,,,
15/09/1977,148.25,,,
16/09/1977,148.30,,,
19/09/1977,150.10,,,
20/09/1977,150.25,,,
21/09/1977,151.30,,,
22/09/1977,151.60,,,
23/09/1977,150.90,,,
26/09/1977,153.35,,,
27/09/1977,153.05,,,
28/09/1977,153.85,,,
29/09/1977,153.00,,,
30/09/1977,154.20,,,
03/10/1977,155.70,,,
04/10/1977,155.20,,,
05/10/1977,155.30,,,
06/10/1977,154.25,,,
11/10/1977,157.20,,,
12/10/1977,158.10,,,
13/10/1977,158.30,,,
14/10/1977,157.80,,,
17/10/1977,160.45,,,
18/10/1977,160.55,,,
19/10/1977,161.85,,,
20/10/1977,160.35,,,
21/10/1977,161.45,,,
24/10/1977,163.60,,,
25/10/1977,163.00,,,
26/10/1977,163.15,,,
27/10/1977,160.40,,,
28/10/1977,161.20,,,
31/10/1977,161.50,,,
01/11/1977,162.75,,,
02/11/1977,161.85,,,
03/11/1977,164.50,,,
04/11/1977,166.15,,,
07/11/1977,166.75,,,
08/11/1977,165.15,,,
09/11/1977,167.75,,,
10/11/1977,167.25,,,
11/11/1977,168.10,,,
14/11/1977,165.20,,,
15/11/1977,163.00,,,
16/11/1977,160.25,,,
17/11/1977,158.90,,,
18/11/1977,161.20,,,
21/11/1977,158.05,,,
22/11/1977,156.50,,,
23/11/1977,159.30,,,
28/11/1977,161.95,,,
29/11/1977,159.20,,,
30/11/1977,160.00,,,
01/12/1977,160.65,,,
02/12/1977,159.10,,,
05/12/1977,159.85,,,
06/12/1977,160.20,,,
07/12/1977,161.25,,,
08/12/1977,158.88,,,
09/12/1977,158.80,,,
12/12/1977,157.75,,,
13/12/1977,160.45,,,
14/12/1977,159.20,,,
15/12/1977,160.35,,,
19/12/1977,160.10,,,
20/12/1977,159.85,,,
21/12/1977,160.30,,,
22/12/1977,159.40,,,
23/12/1977,162.50,,,
27/12/1977,163.90,,,
28/12/1977,164.80,,,
29/12/1977,166.25,,,
30/12/1977,164.96,,,
03/01/1978,169.20,,,
04/01/1978,172.20,,,
05/01/1978,165.95,,,
06/01/1978,170.15,,,
09/01/1978,170.25,,,
10/01/1978,173.10,,,
11/01/1978,172.15,,,
12/01/1978,173.55,,,
13/01/1978,172.80,,,
16/01/1978,174.90,,,
17/01/1978,173.30,,,
18/01/1978,172.30,,,
19/01/1978,173.45,,,
23/01/1978,175.55,,,
24/01/1978,176.80,,,
25/01/1978,177.85,,,
26/01/1978,176.15,,,
27/01/1978,176.40,,,
30/01/1978,175.20,,,
31/01/1978,176.10,,,
01/02/1978,176.40,,,
02/02/1978,175.20,,,
03/02/1978,175.60,,,
06/02/1978,175.95,,,
07/02/1978,175.55,,,
08/02/1978,174.70,,,
09/02/1978,172.85,,,
10/02/1978,174.60,,,
13/02/1978,177.35,,,
14/02/1978,177.40,,,
15/02/1978,178.95,,,
16/02/1978,179.70,,,
17/02/1978,179.45,,,
21/02/1978,181.45,,,
22/02/1978,181.50,,,
