USD/Gold per ounce,price,,,
06/06/1996,385.90,,,
07/06/1996,385.05,,,
10/06/1996,385.80,,,
11/06/1996,384.30,,,
12/06/1996,384.35,,,
13/06/1996,384.35,,,
14/06/1996,384.65,,,
17/06/1996,384.70,,,
18/06/1996,385.40,,,
19/06/1996,384.25,,,
20/06/1996,384.30,,,
21/06/1996,384.80,,,
24/06/1996,384.80,,,
25/06/1996,383.90,,,
26/06/1996,383.00,,,
27/06/1996,381.90,,,
28/06/1996,380.20,,,
01/07/1996,381.20,,,
02/07/1996,382.00,,,
03/07/1996,381.50,,,
04/07/1996,380.90,,,
05/07/1996,381.55,,,
08/07/1996,381.10,,,
09/07/1996,382.40,,,
10/07/1996,382.35,,,
11/07/1996,383.55,,,
12/07/1996,383.20,,,
15/07/1996,384.30,,,
16/07/1996,383.30,,,
17/07/1996,383.30,,,
18/07/1996,383.60,,,
19/07/1996,384.25,,,
22/07/1996,384.60,,,
23/07/1996,384.40,,,
24/07/1996,385.20,,,
25/07/1996,384.95,,,
26/07/1996,385.00,,,
29/07/1996,384.40,,,
30/07/1996,384.40,,,
31/07/1996,386.80,,,
01/08/1996,386.10,,,
02/08/1996,387.10,,,
05/08/1996,388.80,,,
06/08/1996,388.30,,,
07/08/1996,387.90,,,
08/08/1996,388.30,,,
09/08/1996,387.40,,,
12/08/1996,387.40,,,
13/08/1996,387.60,,,
14/08/1996,386.40,,,
15/08/1996,386.45,,,
16/08/1996,386.20,,,
19/08/1996,386.95,,,
20/08/1996,387.45,,,
21/08/1996,386.60,,,
22/08/1996,387.30,,,
23/08/1996,388.20,,,
26/08/1996,389.20,,,
27/08/1996,388.70,,,
28/08/1996,387.90,,,
29/08/1996,387.60,,,
30/08/1996,386.50,,,
02/09/1996,386.65,,,
03/09/1996,386.25,,,
04/09/1996,385.50,,,
05/09/1996,385.50,,,
06/09/1996,385.00,,,
09/09/1996,383.40,,,
10/09/1996,383.00,,,
11/09/1996,382.60,,,
12/09/1996,382.40,,,
13/09/1996,382.35,,,
16/09/1996,383.10,,,
17/09/1996,382.70,,,
18/09/1996,383.15,,,
19/09/1996,382.50,,,
20/09/1996,381.00,,,
23/09/1996,381.30,,,
24/09/1996,382.60,,,
25/09/1996,382.40,,,
26/09/1996,381.10,,,
27/09/1996,380.30,,,
30/09/1996,378.30,,,
01/10/1996,378.50,,,
02/10/1996,379.60,,,
03/10/1996,379.90,,,
04/10/1996,380.25,,,
07/10/1996,380.45,,,
08/10/1996,381.20,,,
09/10/1996,381.10,,,
10/10/1996,381.80,,,
11/10/1996,381.00,,,
14/10/1996,381.50,,,
15/10/1996,381.00,,,
16/10/1996,380.95,,,
17/10/1996,380.35,,,
18/10/1996,380.10,,,
21/10/1996,381.70,,,
22/10/1996,383.80,,,
23/10/1996,383.60,,,
24/10/1996,382.95,,,
25/10/1996,382.60,,,
28/10/1996,383.00,,,
29/10/1996,380.35,,,
30/10/1996,380.30,,,
31/10/1996,377.70,,,
01/11/1996,378.00,,,
04/11/1996,378.55,,,
05/11/1996,378.50,,,
06/11/1996,377.70,,,
07/11/1996,378.85,,,
08/11/1996,379.20,,,
11/11/1996,381.25,,,
12/11/1996,382.60,,,
13/11/1996,382.95,,,
14/11/1996,381.15,,,
15/11/1996,380.05,,,
18/11/1996,378.80,,,
19/11/1996,377.90,,,
20/11/1996,378.10,,,
21/11/1996,376.50,,,
22/11/1996,376.10,,,
25/11/1996,374.25,,,
26/11/1996,374.80,,,
27/11/1996,373.20,,,
28/11/1996,372.25,,,
29/11/1996,371.25,,,
02/12/1996,368.20,,,
03/12/1996,368.40,,,
04/12/1996,370.70,,,
05/12/1996,370.65,,,
06/12/1996,368.70,,,
09/12/1996,367.90,,,
10/12/1996,368.40,,,
11/12/1996,368.80,,,
12/12/1996,368.90,,,
13/12/1996,368.45,,,
16/12/1996,367.85,,,
17/12/1996,368.30,,,
18/12/1996,369.10,,,
19/12/1996,368.80,,,
20/12/1996,368.50,,,
23/12/1996,368.60,,,
24/12/1996,368.60,,,
25/12/1996,368.50,,,
26/12/1996,369.00,,,
27/12/1996,369.20,,,
30/12/1996,369.20,,,
31/12/1996,367.80,,,
02/01/1997,365.20,,,
03/01/1997,360.80,,,
06/01/1997,357.60,,,
07/01/1997,358.60,,,
08/01/1997,355.70,,,
09/01/1997,357.55,,,
10/01/1997,358.80,,,
13/01/1997,358.30,,,
14/01/1997,353.75,,,
15/01/1997,352.25,,,
16/01/1997,354.35,,,
17/01/1997,355.30,,,
20/01/1997,353.30,,,
21/01/1997,352.70,,,
22/01/1997,350.50,,,
23/01/1997,351.70,,,
24/01/1997,352.10,,,
27/01/1997,356.00,,,
28/01/1997,353.00,,,
29/01/1997,351.00,,,
30/01/1997,345.45,,,
31/01/1997,344.10,,,
03/02/1997,346.40,,,
04/02/1997,344.10,,,
05/02/1997,344.10,,,
06/02/1997,342.80,,,
07/02/1997,341.50,,,
10/02/1997,341.15,,,
11/02/1997,339.60,,,
12/02/1997,342.65,,,
13/02/1997,340.75,,,
14/02/1997,344.50,,,
17/02/1997,344.00,,,
18/02/1997,345.60,,,
19/02/1997,345.00,,,
20/02/1997,350.25,,,
21/02/1997,352.00,,,
24/02/1997,353.00,,,
25/02/1997,354.00,,,
26/02/1997,354.00,,,
27/02/1997,358.90,,,
28/02/1997,363.00,,,
03/03/1997,361.70,,,
04/03/1997,358.70,,,
05/03/1997,352.70,,,
06/03/1997,351.90,,,
07/03/1997,348.50,,,
10/03/1997,351.60,,,
11/03/1997,353.30,,,
12/03/1997,351.85,,,
13/03/1997,353.30,,,
14/03/1997,352.00,,,
17/03/1997,347.50,,,
18/03/1997,349.20,,,
19/03/1997,351.80,,,
20/03/1997,351.25,,,
21/03/1997,352.60,,,
24/03/1997,349.75,,,
25/03/1997,347.60,,,
26/03/1997,350.10,,,
27/03/1997,349.20,,,
28/03/1997,349.50,,,
31/03/1997,350.90,,,
01/04/1997,351.70,,,
02/04/1997,348.80,,,
03/04/1997,348.60,,,
04/04/1997,348.50,,,
07/04/1997,347.80,,,
08/04/1997,348.30,,,
09/04/1997,347.80,,,
10/04/1997,348.40,,,
11/04/1997,346.70,,,
14/04/1997,346.00,,,
15/04/1997,341.80,,,
16/04/1997,341.30,,,
17/04/1997,342.30,,,
18/04/1997,341.20,,,
21/04/1997,342.70,,,
22/04/1997,341.10,,,
23/04/1997,341.10,,,
24/04/1997,340.50,,,
25/04/1997,341.90,,,
28/04/1997,339.45,,,
29/04/1997,339.70,,,
30/04/1997,339.10,,,
01/05/1997,340.20,,,
02/05/1997,340.00,,,
05/05/1997,342.60,,,
06/05/1997,340.20,,,
07/05/1997,341.20,,,
08/05/1997,343.50,,,
09/05/1997,347.80,,,
12/05/1997,347.40,,,
13/05/1997,349.25,,,
14/05/1997,347.55,,,
15/05/1997,347.20,,,
16/05/1997,343.80,,,
19/05/1997,341.30,,,
20/05/1997,342.85,,,
21/05/1997,342.70,,,
22/05/1997,342.40,,,
23/05/1997,342.35,,,
26/05/1997,342.75,,,
27/05/1997,343.80,,,
28/05/1997,344.60,,,
29/05/1997,345.50,,,
30/05/1997,344.40,,,
02/06/1997,343.30,,,
03/06/1997,343.00,,,
04/06/1997,341.00,,,
05/06/1997,343.10,,,
06/06/1997,343.20,,,
09/06/1997,343.95,,,
10/06/1997,343.80,,,
11/06/1997,343.35,,,
12/06/1997,341.30,,,
13/06/1997,340.80,,,
16/06/1997,342.40,,,
17/06/1997,341.50,,,
18/06/1997,339.00,,,
19/06/1997,340.10,,,
20/06/1997,337.40,,,
23/06/1997,339.50,,,
24/06/1997,337.50,,,
25/06/1997,337.10,,,
26/06/1997,338.00,,,
27/06/1997,334.40,,,
30/06/1997,333.70,,,
01/07/1997,334.00,,,
02/07/1997,331.10,,,
03/07/1997,325.50,,,
04/07/1997,324.25,,,
07/07/1997,317.60,,,
08/07/1997,319.60,,,
09/07/1997,317.90,,,
10/07/1997,319.60,,,
11/07/1997,321.10,,,
14/07/1997,319.45,,,
15/07/1997,317.80,,,
16/07/1997,317.80,,,
17/07/1997,323.50,,,
18/07/1997,328.70,,,
21/07/1997,325.30,,,
22/07/1997,325.00,,,
23/07/1997,322.85,,,
24/07/1997,323.00,,,
25/07/1997,325.75,,,
28/07/1997,328.25,,,
29/07/1997,325.70,,,
30/07/1997,325.80,,,
31/07/1997,324.30,,,
01/08/1997,324.40,,,
04/08/1997,323.65,,,
05/08/1997,320.50,,,
06/08/1997,318.30,,,
07/08/1997,321.70,,,
08/08/1997,326.90,,,
11/08/1997,328.20,,,
12/08/1997,326.80,,,
13/08/1997,326.90,,,
14/08/1997,323.80,,,
15/08/1997,325.80,,,
18/08/1997,321.10,,,
19/08/1997,323.00,,,
20/08/1997,321.20,,,
21/08/1997,323.50,,,
22/08/1997,326.20,,,
25/08/1997,324.45,,,
26/08/1997,325.65,,,
27/08/1997,325.20,,,
28/08/1997,323.70,,,
29/08/1997,323.90,,,
01/09/1997,324.30,,,
02/09/1997,322.25,,,
03/09/1997,321.75,,,
04/09/1997,321.30,,,
05/09/1997,322.30,,,
08/09/1997,321.70,,,
09/09/1997,321.25,,,
10/09/1997,321.50,,,
11/09/1997,324.00,,,
12/09/1997,323.90,,,
15/09/1997,322.80,,,
16/09/1997,320.50,,,
17/09/1997,320.00,,,
18/09/1997,320.40,,,
19/09/1997,320.60,,,
22/09/1997,321.00,,,
23/09/1997,321.70,,,
24/09/1997,322.85,,,
25/09/1997,326.90,,,
26/09/1997,326.50,,,
29/09/1997,328.00,,,
30/09/1997,334.20,,,
01/10/1997,333.50,,,
02/10/1997,331.20,,,
03/10/1997,334.60,,,
06/10/1997,332.30,,,
07/10/1997,331.20,,,
08/10/1997,333.00,,,
09/10/1997,327.50,,,
10/10/1997,329.40,,,
13/10/1997,328.20,,,
14/10/1997,327.70,,,
15/10/1997,326.70,,,
16/10/1997,325.60,,,
17/10/1997,325.00,,,
20/10/1997,323.40,,,
21/10/1997,322.45,,,
22/10/1997,322.20,,,
23/10/1997,323.40,,,
24/10/1997,308.75,,,
27/10/1997,311.60,,,
28/10/1997,315.50,,,
29/10/1997,313.60,,,
30/10/1997,316.20,,,
31/10/1997,311.20,,,
03/11/1997,313.20,,,
04/11/1997,313.60,,,
05/11/1997,313.30,,,
06/11/1997,312.20,,,
07/11/1997,310.00,,,
10/11/1997,309.90,,,
11/11/1997,309.50,,,
12/11/1997,307.20,,,
13/11/1997,307.60,,,
14/11/1997,303.10,,,
17/11/1997,303.60,,,
18/11/1997,306.50,,,
19/11/1997,303.80,,,
20/11/1997,302.60,,,
21/11/1997,304.70,,,
24/11/1997,302.70,,,
25/11/1997,300.10,,,
26/11/1997,296.50,,,
27/11/1997,295.75,,,
28/11/1997,296.80,,,
01/12/1997,293.60,,,
02/12/1997,293.60,,,
03/12/1997,292.10,,,
04/12/1997,286.00,,,
05/12/1997,288.00,,,
08/12/1997,287.60,,,
09/12/1997,282.50,,,
10/12/1997,286.40,,,
11/12/1997,283.80,,,
12/12/1997,282.60,,,
15/12/1997,284.10,,,
16/12/1997,283.30,,,
17/12/1997,288.90,,,
18/12/1997,287.10,,,
19/12/1997,288.80,,,
22/12/1997,290.80,,,
23/12/1997,293.80,,,
24/12/1997,296.20,,,
25/12/1997,296.25,,,
26/12/1997,294.60,,,
29/12/1997,290.80,,,
30/12/1997,290.30,,,
31/12/1997,288.80,,,
02/01/1998,288.00,,,
05/01/1998,281.60,,,
06/01/1998,281.20,,,
07/01/1998,283.60,,,
08/01/1998,280.70,,,
09/01/1998,278.40,,,
12/01/1998,277.90,,,
13/01/1998,282.50,,,
14/01/1998,281.70,,,
15/01/1998,285.30,,,
16/01/1998,289.90,,,
19/01/1998,287.30,,,
20/01/1998,290.20,,,
21/01/1998,292.30,,,
22/01/1998,290.20,,,
23/01/1998,299.25,,,
26/01/1998,296.80,,,
27/01/1998,300.50,,,
28/01/1998,304.75,,,
29/01/1998,302.60,,,
30/01/1998,302.20,,,
02/02/1998,302.70,,,
03/02/1998,295.10,,,
04/02/1998,299.10,,,
05/02/1998,298.40,,,
06/02/1998,297.90,,,
09/02/1998,299.50,,,
10/02/1998,300.20,,,
11/02/1998,299.80,,,
12/02/1998,298.50,,,
13/02/1998,299.60,,,
16/02/1998,298.00,,,
17/02/1998,297.75,,,
18/02/1998,297.30,,,
19/02/1998,298.70,,,
20/02/1998,297.00,,,
23/02/1998,293.20,,,
24/02/1998,291.20,,,
25/02/1998,291.80,,,
26/02/1998,294.40,,,
27/02/1998,298.90,,,
02/03/1998,299.50,,,
03/03/1998,297.60,,,
04/03/1998,295.80,,,
05/03/1998,293.20,,,
06/03/1998,294.20,,,
09/03/1998,294.25,,,
10/03/1998,295.80,,,
11/03/1998,294.35,,,
12/03/1998,294.30,,,
13/03/1998,295.10,,,
16/03/1998,294.30,,,
17/03/1998,291.70,,,
18/03/1998,290.90,,,
19/03/1998,291.30,,,
20/03/1998,291.50,,,
23/03/1998,298.70,,,
24/03/1998,299.40,,,
25/03/1998,298.80,,,
26/03/1998,301.30,,,
27/03/1998,302.60,,,
30/03/1998,301.40,,,
31/03/1998,300.70,,,
01/04/1998,299.50,,,
02/04/1998,302.00,,,
03/04/1998,308.00,,,
06/04/1998,308.80,,,
07/04/1998,309.50,,,
08/04/1998,309.10,,,
09/04/1998,308.20,,,
10/04/1998,310.25,,,
13/04/1998,310.70,,,
14/04/1998,308.00,,,
15/04/1998,307.00,,,
16/04/1998,307.90,,,
17/04/1998,307.50,,,
20/04/1998,307.70,,,
21/04/1998,310.50,,,
22/04/1998,313.00,,,
23/04/1998,313.80,,,
24/04/1998,312.40,,,
27/04/1998,309.40,,,
28/04/1998,307.70,,,
29/04/1998,310.00,,,
30/04/1998,306.40,,,
01/05/1998,302.00,,,
04/05/1998,304.10,,,
05/05/1998,303.10,,,
06/05/1998,300.50,,,
07/05/1998,298.35,,,
08/05/1998,299.60,,,
11/05/1998,300.10,,,
12/05/1998,297.70,,,
13/05/1998,298.20,,,
14/05/1998,298.90,,,
15/05/1998,301.00,,,
18/05/1998,299.30,,,
19/05/1998,298.40,,,
20/05/1998,299.40,,,
21/05/1998,300.90,,,
22/05/1998,299.60,,,
25/05/1998,299.50,,,
26/05/1998,295.30,,,
27/05/1998,293.60,,,
28/05/1998,292.85,,,
29/05/1998,292.70,,,
01/06/1998,288.20,,,
02/06/1998,291.20,,,
03/06/1998,292.90,,,
04/06/1998,293.50,,,
05/06/1998,291.40,,,
08/06/1998,296.00,,,
09/06/1998,293.40,,,
10/06/1998,293.00,,,
11/06/1998,286.60,,,
12/06/1998,285.75,,,
15/06/1998,284.60,,,
16/06/1998,288.40,,,
17/06/1998,293.20,,,
18/06/1998,293.00,,,
19/06/1998,298.50,,,
22/06/1998,295.20,,,
23/06/1998,294.80,,,
24/06/1998,292.60,,,
25/06/1998,293.65,,,
26/06/1998,293.60,,,
29/06/1998,293.40,,,
30/06/1998,296.70,,,
01/07/1998,296.20,,,
02/07/1998,293.60,,,
03/07/1998,294.50,,,
06/07/1998,293.00,,,
07/07/1998,294.80,,,
08/07/1998,293.00,,,
09/07/1998,291.45,,,
10/07/1998,290.60,,,
13/07/1998,291.40,,,
14/07/1998,292.90,,,
15/07/1998,293.50,,,
16/07/1998,293.20,,,
17/07/1998,294.25,,,
20/07/1998,295.90,,,
21/07/1998,294.60,,,
22/07/1998,293.90,,,
23/07/1998,293.20,,,
24/07/1998,291.20,,,
27/07/1998,290.10,,,
28/07/1998,291.50,,,
29/07/1998,289.80,,,
30/07/1998,288.75,,,
31/07/1998,286.20,,,
03/08/1998,283.50,,,
04/08/1998,288.70,,,
05/08/1998,287.70,,,
06/08/1998,287.10,,,
07/08/1998,286.40,,,
10/08/1998,287.20,,,
11/08/1998,283.70,,,
12/08/1998,282.50,,,
13/08/1998,285.10,,,
14/08/1998,283.80,,,
17/08/1998,284.80,,,
18/08/1998,284.70,,,
19/08/1998,283.10,,,
20/08/1998,284.90,,,
21/08/1998,284.55,,,
24/08/1998,284.40,,,
25/08/1998,282.80,,,
26/08/1998,282.00,,,
27/08/1998,276.30,,,
28/08/1998,274.10,,,
31/08/1998,276.40,,,
01/09/1998,278.60,,,
02/09/1998,279.90,,,
03/09/1998,284.70,,,
04/09/1998,286.60,,,
07/09/1998,288.20,,,
08/09/1998,285.80,,,
09/09/1998,284.00,,,
10/09/1998,290.20,,,
11/09/1998,293.50,,,
14/09/1998,290.10,,,
15/09/1998,289.70,,,
16/09/1998,287.60,,,
17/09/1998,291.20,,,
18/09/1998,291.20,,,
21/09/1998,288.70,,,
22/09/1998,287.60,,,
23/09/1998,289.50,,,
24/09/1998,293.90,,,
25/09/1998,293.90,,,
28/09/1998,295.50,,,
29/09/1998,294.50,,,
30/09/1998,296.70,,,
01/10/1998,299.60,,,
02/10/1998,300.30,,,
05/10/1998,296.40,,,
06/10/1998,296.00,,,
07/10/1998,301.30,,,
08/10/1998,299.40,,,
09/10/1998,296.50,,,
12/10/1998,296.00,,,
13/10/1998,296.30,,,
14/10/1998,295.90,,,
15/10/1998,299.00,,,
16/10/1998,299.70,,,
19/10/1998,295.90,,,
20/10/1998,296.00,,,
21/10/1998,295.00,,,
22/10/1998,292.30,,,
23/10/1998,292.70,,,
26/10/1998,292.25,,,
27/10/1998,293.40,,,
28/10/1998,292.80,,,
29/10/1998,293.40,,,
30/10/1998,292.30,,,
02/11/1998,290.00,,,
03/11/1998,288.90,,,
04/11/1998,290.50,,,
05/11/1998,293.70,,,
06/11/1998,292.80,,,
09/11/1998,292.50,,,
10/11/1998,293.00,,,
11/11/1998,292.70,,,
12/11/1998,296.50,,,
13/11/1998,295.60,,,
16/11/1998,294.70,,,
17/11/1998,294.30,,,
18/11/1998,297.00,,,
19/11/1998,295.50,,,
20/11/1998,295.80,,,
23/11/1998,296.50,,,
24/11/1998,296.00,,,
25/11/1998,296.40,,,
26/11/1998,296.30,,,
27/11/1998,295.60,,,
30/11/1998,292.70,,,
01/12/1998,293.50,,,
02/12/1998,292.80,,,
03/12/1998,291.60,,,
04/12/1998,292.25,,,
07/12/1998,294.90,,,
08/12/1998,293.40,,,
09/12/1998,293.80,,,
10/12/1998,294.00,,,
11/12/1998,290.60,,,
14/12/1998,291.10,,,
15/12/1998,292.50,,,
16/12/1998,294.80,,,
17/12/1998,291.50,,,
18/12/1998,289.00,,,
21/12/1998,288.70,,,
22/12/1998,287.85,,,
23/12/1998,286.50,,,
24/12/1998,286.10,,,
25/12/1998,286.50,,,
28/12/1998,286.50,,,
29/12/1998,286.00,,,
30/12/1998,286.90,,,
31/12/1998,288.00,,,
04/01/1999,287.10,,,
05/01/1999,286.70,,,
06/01/1999,287.50,,,
07/01/1999,291.30,,,
08/01/1999,291.00,,,
11/01/1999,292.65,,,
12/01/1999,288.30,,,
13/01/1999,286.70,,,
14/01/1999,286.60,,,
15/01/1999,286.80,,,
18/01/1999,286.70,,,
19/01/1999,286.30,,,
20/01/1999,287.00,,,
21/01/1999,287.50,,,
22/01/1999,286.30,,,
25/01/1999,287.60,,,
26/01/1999,285.90,,,
27/01/1999,283.10,,,
28/01/1999,283.90,,,
29/01/1999,286.10,,,
01/02/1999,288.50,,,
02/02/1999,288.40,,,
03/02/1999,287.30,,,
04/02/1999,289.20,,,
05/02/1999,288.30,,,
08/02/1999,289.25,,,
09/02/1999,287.40,,,
10/02/1999,287.00,,,
11/02/1999,287.50,,,
12/02/1999,289.30,,,
15/02/1999,289.25,,,
16/02/1999,285.20,,,
17/02/1999,284.60,,,
18/02/1999,285.50,,,
19/02/1999,288.00,,,
22/02/1999,286.90,,,
23/02/1999,287.00,,,
24/02/1999,287.50,,,
25/02/1999,287.50,,,
26/02/1999,286.60,,,
01/03/1999,286.25,,,
02/03/1999,286.70,,,
03/03/1999,286.80,,,
04/03/1999,287.70,,,
05/03/1999,287.90,,,
08/03/1999,291.00,,,
09/03/1999,291.70,,,
10/03/1999,292.80,,,
11/03/1999,293.90,,,
12/03/1999,292.10,,,
15/03/1999,286.70,,,
16/03/1999,283.40,,,
17/03/1999,283.70,,,
18/03/1999,283.00,,,
19/03/1999,284.00,,,
22/03/1999,284.20,,,
23/03/1999,284.30,,,
24/03/1999,283.80,,,
25/03/1999,283.20,,,
26/03/1999,279.50,,,
29/03/1999,280.10,,,
30/03/1999,279.00,,,
31/03/1999,279.80,,,
01/04/1999,280.20,,,
02/04/1999,279.00,,,
05/04/1999,278.20,,,
06/04/1999,279.75,,,
07/04/1999,280.10,,,
08/04/1999,280.40,,,
09/04/1999,281.30,,,
12/04/1999,282.60,,,
13/04/1999,283.10,,,
14/04/1999,281.20,,,
15/04/1999,283.75,,,
16/04/1999,283.60,,,
19/04/1999,284.30,,,
20/04/1999,284.10,,,
21/04/1999,283.60,,,
22/04/1999,283.30,,,
23/04/1999,283.30,,,
26/04/1999,281.00,,,
27/04/1999,281.75,,,
28/04/1999,282.50,,,
29/04/1999,285.80,,,
30/04/1999,286.40,,,
03/05/1999,286.10,,,
04/05/1999,285.30,,,
05/05/1999,287.10,,,
06/05/1999,289.10,,,
07/05/1999,282.50,,,
10/05/1999,277.80,,,
11/05/1999,278.00,,,
12/05/1999,276.80,,,
13/05/1999,277.50,,,
14/05/1999,275.70,,,
17/05/1999,274.20,,,
18/05/1999,273.80,,,
19/05/1999,272.90,,,
20/05/1999,274.20,,,
21/05/1999,272.75,,,
24/05/1999,272.20,,,
25/05/1999,270.30,,,
26/05/1999,268.90,,,
27/05/1999,270.30,,,
28/05/1999,270.00,,,
31/05/1999,270.10,,,
01/06/1999,267.40,,,
02/06/1999,265.20,,,
03/06/1999,265.50,,,
04/06/1999,265.10,,,
07/06/1999,265.40,,,
08/06/1999,262.00,,,
09/06/1999,259.10,,,
10/06/1999,258.20,,,
11/06/1999,260.40,,,
14/06/1999,260.25,,,
15/06/1999,258.90,,,
16/06/1999,258.20,,,
17/06/1999,258.20,,,
18/06/1999,259.30,,,
21/06/1999,258.80,,,
22/06/1999,258.10,,,
23/06/1999,260.40,,,
24/06/1999,260.70,,,
25/06/1999,259.40,,,
28/06/1999,260.30,,,
29/06/1999,260.50,,,
30/06/1999,262.25,,,
01/07/1999,263.20,,,
02/07/1999,263.00,,,
05/07/1999,261.85,,,
06/07/1999,257.00,,,
07/07/1999,256.90,,,
08/07/1999,256.25,,,
09/07/1999,256.80,,,
12/07/1999,255.40,,,
13/07/1999,255.60,,,
14/07/1999,253.75,,,
15/07/1999,253.80,,,
16/07/1999,253.50,,,
19/07/1999,253.00,,,
20/07/1999,253.10,,,
21/07/1999,254.90,,,
22/07/1999,255.70,,,
23/07/1999,254.50,,,
26/07/1999,253.50,,,
27/07/1999,253.80,,,
28/07/1999,253.90,,,
29/07/1999,256.50,,,
30/07/1999,255.70,,,
02/08/1999,254.90,,,
03/08/1999,255.80,,,
04/08/1999,255.90,,,
05/08/1999,255.50,,,
06/08/1999,256.00,,,
09/08/1999,257.00,,,
10/08/1999,257.30,,,
11/08/1999,258.70,,,
12/08/1999,260.50,,,
13/08/1999,260.40,,,
16/08/1999,259.80,,,
17/08/1999,261.30,,,
18/08/1999,259.40,,,
19/08/1999,258.25,,,
20/08/1999,257.20,,,
23/08/1999,254.00,,,
24/08/1999,253.00,,,
25/08/1999,252.30,,,
26/08/1999,252.50,,,
27/08/1999,253.50,,,
30/08/1999,253.70,,,
31/08/1999,255.30,,,
01/09/1999,253.60,,,
02/09/1999,255.20,,,
03/09/1999,254.00,,,
06/09/1999,254.50,,,
07/09/1999,255.70,,,
08/09/1999,255.90,,,
09/09/1999,257.00,,,
10/09/1999,256.30,,,
13/09/1999,256.20,,,
14/09/1999,257.20,,,
15/09/1999,256.50,,,
16/09/1999,255.80,,,
17/09/1999,255.00,,,
20/09/1999,254.75,,,
21/09/1999,260.40,,,
22/09/1999,264.00,,,
23/09/1999,266.00,,,
24/09/1999,268.50,,,
27/09/1999,282.25,,,
28/09/1999,308.80,,,
29/09/1999,301.50,,,
30/09/1999,298.50,,,
01/10/1999,304.30,,,
04/10/1999,317.00,,,
05/10/1999,326.00,,,
06/10/1999,324.50,,,
07/10/1999,322.30,,,
08/10/1999,319.50,,,
11/10/1999,318.00,,,
12/10/1999,316.50,,,
13/10/1999,320.75,,,
14/10/1999,312.50,,,
15/10/1999,314.40,,,
18/10/1999,310.75,,,
19/10/1999,307.75,,,
20/10/1999,304.60,,,
21/10/1999,303.00,,,
22/10/1999,301.90,,,
25/10/1999,298.00,,,
26/10/1999,288.00,,,
27/10/1999,292.85,,,
28/10/1999,298.00,,,
29/10/1999,298.30,,,
01/11/1999,289.50,,,
02/11/1999,290.50,,,
03/11/1999,290.50,,,
04/11/1999,292.00,,,
05/11/1999,289.50,,,
08/11/1999,289.00,,,
09/11/1999,292.00,,,
10/11/1999,297.80,,,
11/11/1999,293.70,,,
12/11/1999,290.80,,,
15/11/1999,291.00,,,
16/11/1999,294.00,,,
17/11/1999,294.00,,,
18/11/1999,293.75,,,
19/11/1999,294.50,,,
22/11/1999,294.00,,,
23/11/1999,297.75,,,
24/11/1999,298.40,,,
25/11/1999,298.00,,,
26/11/1999,297.75,,,
29/11/1999,290.70,,,
30/11/1999,290.50,,,
01/12/1999,289.25,,,
02/12/1999,284.50,,,
03/12/1999,279.60,,,
06/12/1999,276.10,,,
07/12/1999,282.80,,,
08/12/1999,282.00,,,
09/12/1999,277.75,,,
10/12/1999,278.80,,,
13/12/1999,279.60,,,
14/12/1999,279.70,,,
15/12/1999,282.50,,,
16/12/1999,281.70,,,
17/12/1999,283.30,,,
20/12/1999,284.00,,,
21/12/1999,286.75,,,
22/12/1999,286.80,,,
23/12/1999,286.70,,,
24/12/1999,287.50,,,
27/12/1999,287.50,,,
28/12/1999,289.30,,,
29/12/1999,290.20,,,
30/12/1999,287.80,,,
31/12/1999,287.50,,,
03/01/2000,288.50,,,
04/01/2000,282.20,,,
05/01/2000,280.75,,,
06/01/2000,280.85,,,
07/01/2000,281.50,,,
10/01/2000,281.10,,,
11/01/2000,283.00,,,
12/01/2000,282.10,,,
13/01/2000,284.00,,,
14/01/2000,283.80,,,
17/01/2000,285.25,,,
18/01/2000,288.35,,,
19/01/2000,289.15,,,
20/01/2000,288.25,,,
21/01/2000,288.70,,,
24/01/2000,287.40,,,
25/01/2000,285.60,,,
26/01/2000,285.70,,,
27/01/2000,286.60,,,
28/01/2000,282.75,,,
31/01/2000,282.85,,,
01/02/2000,282.25,,,
02/02/2000,284.50,,,
03/02/2000,287.15,,,
04/02/2000,314.80,,,
07/02/2000,300.80,,,
08/02/2000,298.00,,,
09/02/2000,305.00,,,
10/02/2000,316.45,,,
11/02/2000,310.20,,,
14/02/2000,307.00,,,
15/02/2000,301.00,,,
16/02/2000,301.50,,,
17/02/2000,300.50,,,
18/02/2000,303.80,,,
21/02/2000,305.00,,,
22/02/2000,304.75,,,
23/02/2000,299.60,,,
24/02/2000,298.10,,,
25/02/2000,292.10,,,
28/02/2000,291.75,,,
29/02/2000,291.75,,,
01/03/2000,290.75,,,
02/03/2000,287.70,,,
03/03/2000,288.30,,,
06/03/2000,287.40,,,
07/03/2000,291.60,,,
08/03/2000,288.10,,,
09/03/2000,290.75,,,
10/03/2000,288.50,,,
13/03/2000,290.00,,,
14/03/2000,288.50,,,
15/03/2000,288.50,,,
16/03/2000,286.00,,,
17/03/2000,284.00,,,
20/03/2000,285.50,,,
21/03/2000,289.50,,,
22/03/2000,287.50,,,
23/03/2000,285.15,,,
24/03/2000,284.50,,,
27/03/2000,279.80,,,
28/03/2000,279.10,,,
29/03/2000,276.00,,,
30/03/2000,276.25,,,
31/03/2000,278.70,,,
03/04/2000,277.90,,,
04/04/2000,284.30,,,
05/04/2000,281.00,,,
06/04/2000,280.00,,,
